transakcja_id,konto_id,kwota,data_transakcji,kategoria_wydatku,metoda_platnosci,miasto_transakcji,kraj_transakcji,status_transakcji
521485,10996,45.94,2025-06-02 15:30:33,Edukacja,BLIK,Rybnik,Polska,Zakonczona
521486,10350,3912.65,2025-02-13 05:09:20,Elektronika,Karta,Poznań,Polska,Zakonczona
521487,10998,47.86,2025-12-22 06:46:47,Paliwo i Transport,Karta,Zabrze,Polska,Zakonczona
521488,11029,36.58,2025-01-17 07:16:20,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
521489,10079,1361.63,2025-02-19 06:03:40,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
521490,10125,35.85,2025-05-27 23:25:37,Elektronika,BLIK,Sosnowiec,Polska,Zakonczona
521491,10077,50.6,2025-03-05 07:46:06,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521492,11118,63.31,2025-06-04 06:35:44,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
521493,11442,75.6,2025-10-29 13:04:51,Przelew,Przelew Krajowy,,,Zakonczona
521494,11456,25.67,2025-08-31 05:46:06,Elektronika,Online,,,Zakonczona
521495,11190,28.76,2025-10-31 19:05:05,Rozrywka i Streaming,BLIK,Zakopane,Polska,Zakonczona
521496,11457,36.25,2025-06-16 01:01:09,Elektronika,Karta,Tychy,Polska,Zakonczona
521497,10539,75.81,2025-01-29 07:46:39,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
521498,10865,63.21,2025-12-19 10:16:48,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
521499,10301,274.67,2025-01-17 06:13:15,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521500,10167,5.18,2025-08-21 08:44:00,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521501,11086,387.24,2025-02-20 07:53:56,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
521502,10433,635.98,2025-08-06 11:19:21,Zakupy Odzieżowe,BLIK,Rybnik,Polska,Zakonczona
521503,10360,66.12,2025-05-04 18:16:06,Restauracje i Bary,BLIK,Mikołów,Polska,Zakonczona
521504,11463,122.67,2025-12-24 14:30:59,Zdrowie i Apteki,Karta,Orzesze,Polska,Zakonczona
521505,11491,22.27,2025-11-07 08:46:05,Supermarkety,BLIK,Rybnik,Polska,Zakonczona
521506,11290,181.39,2025-10-08 18:01:36,Rachunki i Opłaty,Online,,,Zakonczona
521507,10416,272.06,2025-06-19 16:20:17,Elektronika,Karta,Zakopane,Polska,Zakonczona
521508,10797,119.99,2025-03-23 17:03:29,Supermarkety,Karta,Zabrze,Polska,Zakonczona
521509,11053,14.49,2025-04-12 10:24:08,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
521510,11261,47.8,2025-11-01 12:37:42,Przelew,Przelew Krajowy,,,Zakonczona
521511,10450,293.35,2025-11-24 07:55:52,Supermarkety,BLIK,Kraków,Polska,Zakonczona
521512,10838,28.71,2025-08-24 12:59:09,Rachunki i Opłaty,Online,,,Zakonczona
521513,11032,19.06,2025-10-12 22:40:45,Supermarkety,Karta,Tychy,Polska,Zakonczona
521514,11227,35.32,2025-06-01 07:55:22,Paliwo i Transport,Karta,Gdańsk,Polska,Zakonczona
521515,10500,385.63,2025-05-30 09:31:10,Supermarkety,Karta,Bytom,Polska,Zakonczona
521516,10111,15.94,2025-12-31 20:46:42,Zdrowie i Apteki,BLIK,Poznań,Polska,Zakonczona
521517,10318,70.33,2025-09-22 16:48:26,Rachunki i Opłaty,Online,,,Zakonczona
521518,11277,53.54,2025-08-26 05:13:35,Elektronika,Online,,,Zakonczona
521519,10980,62.92,2025-06-21 06:29:55,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
521520,11450,24.32,2025-12-18 06:55:54,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521521,10275,91.72,2025-07-14 20:43:58,Zdrowie i Apteki,BLIK,Mikołów,Polska,Zakonczona
521522,10124,46.13,2025-04-06 10:21:10,Zakupy Odzieżowe,BLIK,Zakopane,Polska,Zakonczona
521523,10568,389.08,2025-06-06 14:00:58,Restauracje i Bary,Karta,Tychy,Polska,Zakonczona
521524,10237,59.73,2025-08-01 12:03:14,Elektronika,BLIK,Tychy,Polska,Zakonczona
521525,10987,44.61,2025-09-06 02:09:25,Rachunki i Opłaty,Online,,,Zakonczona
521526,10944,34.6,2025-06-19 16:52:59,Supermarkety,Karta,Zabrze,Polska,Zakonczona
521527,10992,32.15,2025-04-08 06:31:28,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
521528,11110,45.27,2025-12-21 18:18:31,Restauracje i Bary,BLIK, Gliwice,Polska,Zakonczona
521529,11173,72.67,2025-01-03 06:55:38,Paliwo i Transport,Online,,,Zakonczona
521530,11220,70.8,2025-01-14 14:27:47,Elektronika,BLIK,Chorzów,Polska,Zakonczona
521531,10950,37.56,2025-12-23 13:18:57,Elektronika,BLIK,Tychy  ,Polska,Zakonczona
521532,10293,69.29,2025-03-24 19:54:07,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
521533,10241,4106.56,2025-04-24 07:17:30,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
521534,10284,78.42,2025-06-05 17:24:03,Supermarkety,Karta,Rybnik,Polska,Zakonczona
521535,11151,60.25,2025-03-31 11:31:17,Przelew,Przelew Krajowy,,,Zakonczona
521536,10453,299.54,2025-06-09 19:18:22,Zakupy Odzieżowe,Karta,Chorzów,Polska,Zakonczona
521537,10438,223.05,2025-02-14 15:16:30,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
521538,10002,61.18,2025-04-16 06:02:06,Paliwo i Transport,Online,,,Zakonczona
521539,10470,62.62,2025-08-19 14:36:11,Zakupy Odzieżowe,BLIK,Tychy,Polska,Zakonczona
521540,11141,53.52,2025-10-13 13:12:53,Supermarkety,Karta,Tychy,Polska,Zakonczona
521541,11344,62.68,2025-02-17 09:13:40,Paliwo i Transport,Karta,Zabrze,Polska,Odrzucona
521542,11189,44.19,2025-05-18 15:39:54,Restauracje i Bary,BLIK, Katowice,Polska,Zakonczona
521543,10058,78.19,2025-09-22 15:08:49,Przelew,Przelew Krajowy,,,Zakonczona
521544,11473,64.48,2025-12-15 14:51:05,Zakupy Odzieżowe,BLIK,Orzesze,Polska,Zakonczona
521545,11148,9.42,2025-10-14 14:18:45,Elektronika,Karta,Poznań,Polska,Zakonczona
521546,10984,16.89,2025-03-31 20:02:05,Zakupy Odzieżowe,BLIK,Rybnik,Polska,Zakonczona
521547,11065,50.65,2025-05-15 16:26:10,Elektronika,BLIK,Zabrze,Polska,Zakonczona
521548,11364,31.16,2025-03-15 11:58:12,Elektronika,BLIK,Rybnik,Polska,Zakonczona
521549,11392,70.73,2025-10-26 14:12:22,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
521550,10957,109.39,2025-06-07 09:24:32,Supermarkety,Online,,,Zakonczona
521551,10189,72.05,2025-06-23 11:53:54,Edukacja,Online,,,Zakonczona
521552,11057,1324.26,2025-09-23 22:56:14,Przelew,Przelew Krajowy,,,Zakonczona
521553,10326,40.36,2025-11-10 07:43:21,Supermarkety,Karta,Gliwice,Polska,Zakonczona
521554,10375,55.57,2025-02-05 14:07:54,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
521555,11467,260.64,2025-10-31 13:06:30,Supermarkety,Karta,Katowice,Polska,Zakonczona
521556,10906,47.48,2025-04-22 12:22:58,Elektronika,Karta,Orzesze,Polska,Zakonczona
521557,11245,21.63,2025-05-27 07:44:36,Paliwo i Transport,BLIK,Tychy  ,Polska,Zakonczona
521558,10800,339.76,2025-03-28 08:49:48,Paliwo i Transport,BLIK,Berlin,Niemcy,Zakonczona
521559,11009,130.28,2025-09-02 09:20:59,Paliwo i Transport,Karta,Gdańsk,Polska,Zakonczona
521560,11461,,2025-05-05 05:28:29,Przelew,Karta,,,
521561,10574,53.15,2025-05-26 19:11:50,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
521562,11123,60.34,2025-02-21 16:20:07,Restauracje i Bary,Karta,Tychy,Polska,Zakonczona
521563,11417,924.34,2025-12-01 13:31:09,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
521564,11009,27.29,2025-12-11 15:16:04,Supermarkety,Online,,,Zakonczona
521565,11087,12264.03,2025-02-22 13:51:24,Restauracje i Bary,Karta,katowice,Polska,Zakonczona
521566,11042,73.74,2025-06-20 00:59:09,Elektronika,Online,,,Zakonczona
521567,10225,,2025-09-01 10:26:58,Przelew,Karta,,,
521568,11230,47.3,2025-01-01 17:16:59,Edukacja,BLIK,Gliwice,Polska,Zakonczona
521569,10570,211.5,2025-08-14 14:35:48,Supermarkety,Karta,Bytom,Polska,Zakonczona
521570,10317,34.79,2025-04-23 07:26:07,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
521571,10362,63.19,2025-12-23 11:20:11,Elektronika,BLIK,Sosnowiec ,Polska,Zakonczona
521572,11386,9.33,2025-10-11 10:22:20,Elektronika,Karta,Warszawa,Polska,Zakonczona
521573,11402,12.26,2025-11-03 15:32:51,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
521574,11493,51.35,2025-12-18 19:52:42,Przelew,Przelew Krajowy,,,Zakonczona
521575,11250,335.68,2025-07-25 21:16:08,Restauracje i Bary,Karta,Poznań,Polska,Zakonczona
521576,11090,55.53,2025-05-24 06:07:12,Paliwo i Transport,Karta,KATOWICE  ,Polska,Zakonczona
521577,10933,61.77,2025-01-16 11:30:09,Edukacja,Karta, Katowice,Polska,Zakonczona
521578,10403,106.89,2025-05-04 08:33:50,Supermarkety,BLIK,Katowice,Polska,Zakonczona
521579,10415,27.04,2025-06-16 09:35:44,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
521580,10891,,2025-03-08 11:24:01,Przelew,BLIK,,,
521581,10073,50.36,2025-12-06 23:55:01,Edukacja,BLIK,Zabrze,Polska,Zakonczona
521582,10157,66.45,2025-05-27 15:19:48,Przelew,Przelew Krajowy,,,Zakonczona
521583,10151,109.74,2025-05-12 12:57:14,Zakupy Odzieżowe,Karta,Chorzów,Polska,Zakonczona
521584,10911,10.32,2025-02-14 09:41:30,Supermarkety,BLIK,Bytom,Polska,Zakonczona
521585,11487,140.47,2025-06-11 11:07:35,Edukacja,Karta,gliwice,Polska,Zakonczona
521586,10277,183.36,2025-01-18 07:48:12,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
521587,11156,41.26,2025-07-20 20:38:28,Rozrywka i Streaming,Online,,,Zakonczona
521588,10034,40.55,2025-10-19 09:35:42,Paliwo i Transport,Online,,,Zakonczona
521589,10557,30.17,2025-07-17 21:36:01,Elektronika,BLIK,Bytom,Polska,Zakonczona
521590,10732,5.91,2025-08-21 18:57:20,Zakupy Odzieżowe,BLIK,Zabrze,Polska,Zakonczona
521591,11044,,2025-12-18 09:31:46,Przelew,BLIK,,,
521592,10825,55.1,2025-12-24 22:50:52,Elektronika,Online,,,Zakonczona
521593,10749,45.94,2025-12-09 09:37:05,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
521594,10212,31.2,2025-01-15 21:29:43,Elektronika,BLIK,Gliwice,Polska,Zakonczona
521595,10377,22.65,2025-06-17 07:51:13,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
521596,10946,79.61,2025-06-01 11:45:05,Przelew,Przelew Krajowy,,,Zakonczona
521597,11221,39.28,2025-04-26 05:50:01,Elektronika,Online,,,Zakonczona
521598,10614,41.04,2025-11-13 07:33:13,Paliwo i Transport,BLIK,katowice,Polska,Zakonczona
521599,11063,35.25,2025-12-31 12:39:20,Elektronika,Karta,katowice,Polska,Zakonczona
521600,11465,29.58,2025-09-19 14:47:23,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
521601,11474,152.66,2025-04-28 07:25:19,Paliwo i Transport,BLIK,Sosnowiec ,Polska,Zakonczona
521602,11485,31.4,2025-03-27 12:58:59,Edukacja,Online,,,Zakonczona
521603,10068,14.65,2025-08-07 22:44:29,Supermarkety,BLIK,Katowice,Polska,Zakonczona
521604,10632,,2025-04-20 17:33:42,Przelew,BLIK,,,
521605,11459,76.26,2025-12-07 16:42:17,Rozrywka i Streaming,BLIK,Tychy,Polska,Zakonczona
521606,10715,1560.37,2025-09-17 08:43:03,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
521607,10905,64.43,2025-05-14 15:56:12,Elektronika,BLIK,Zabrze,Polska,Zakonczona
521608,10149,72.64,2025-02-13 12:18:35,Zakupy Odzieżowe,BLIK,Chorzów,Polska,Odrzucona
521609,10227,60.59,2025-12-14 09:26:31,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
521610,10783,58.29,2025-01-04 11:48:23,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
521611,10684,71.07,2025-06-21 11:09:45,Edukacja,BLIK,Bytom,Polska,Zakonczona
521612,10540,61.46,2025-08-23 17:00:12,Rozrywka i Streaming,BLIK,Chorzów,Polska,Zakonczona
521613,10625,61.93,2025-12-02 11:25:09,Edukacja,Karta,Bytom,Polska,Zakonczona
521614,11103,14.34,2025-11-02 20:32:49,Restauracje i Bary,Online,,,Zakonczona
521615,10238,,2025-07-18 11:13:22,Edukacja,Online,,,
521616,11068,727.7,2025-03-09 15:42:04,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
521617,11120,150.78,2025-03-24 12:56:25,Edukacja,BLIK,Chorzów,Polska,Zakonczona
521618,10804,54.06,2025-08-01 18:33:27,Restauracje i Bary,Karta,Chorzów,Polska,Zakonczona
521619,10857,2634.6,2025-12-25 07:46:31,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
521620,10434,7641.23,2025-12-13 17:22:21,Restauracje i Bary,Karta,Gdańsk,Polska,Zakonczona
521621,10522,41.18,2025-10-09 09:42:00,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
521622,11135,40.64,2025-03-01 13:33:01,Supermarkety,Online,,,Zakonczona
521623,11219,44.85,2025-04-11 15:03:54,Rozrywka i Streaming,BLIK,Tychy,Polska,Zakonczona
521624,11486,76.27,2025-08-20 15:29:44,Edukacja,Karta,Warszawa,Polska,Zakonczona
521625,10410,58.34,2025-07-13 19:30:36,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
521626,10504,63.23,2025-07-10 09:36:55,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
521627,11465,57.8,2025-02-24 08:40:31,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
521628,11273,392.42,2025-03-30 08:44:29,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
521629,10528,12.41,2025-04-03 18:51:11,Edukacja,Online,,,Zakonczona
521630,11313,8.49,2025-04-13 16:49:09,Restauracje i Bary,Karta,Orzesze,Polska,Odrzucona
521631,11270,646.91,2025-08-28 14:25:35,Elektronika,BLIK,Katowice,Polska,Zakonczona
521632,10820,16.69,2025-08-15 12:42:25,Zakupy Odzieżowe,Karta,Katowice,Polska,Zakonczona
521633,11435,380.27,2025-09-12 20:09:30,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
521634,10885,35.31,2025-09-22 14:30:22,Edukacja,BLIK,Poznań,Polska,Zakonczona
521635,11328,14.72,2025-05-03 18:04:27,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
521636,10058,52.7,2025-08-11 10:49:25,Edukacja,Karta,Rybnik,Polska,Zakonczona
521637,11136,14.06,2025-02-03 04:46:15,Przelew,Przelew Krajowy,,,Zakonczona
521638,11294,,2025-01-28 06:09:04,Przelew,Karta,,,
521639,10477,132.77,2025-03-11 10:21:49,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
521640,10966,60.99,2025-05-16 18:07:52,Restauracje i Bary,BLIK,Kraków,Polska,Zakonczona
521641,11345,23.0,2025-07-30 10:38:52,Elektronika,BLIK,Gliwice,Polska,Zakonczona
521642,10303,73.99,2025-02-13 22:54:53,Elektronika,BLIK,Tychy,Polska,Zakonczona
521643,11395,25.27,2025-02-05 06:04:03,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
521644,11451,3375.82,2025-05-15 06:28:15,Supermarkety,BLIK,Wrocław,Polska,Zakonczona
521645,10897,11.71,2025-07-13 05:02:59,Elektronika,Online,,,Zakonczona
521646,11315,8.52,2025-03-28 08:36:58,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
521647,10454,1863.3,2025-03-09 06:11:45,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
521648,10025,7.75,2025-08-16 15:15:46,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
521649,10752,236.59,2025-08-03 07:17:29,Paliwo i Transport,Karta,Gliwice,Polska,Zakonczona
521650,10455,31.3,2025-05-24 12:22:54,Edukacja,Karta,Rybnik,Polska,Zakonczona
521651,11482,,2025-10-20 12:17:28,Przelew,Karta,,,
521652,11425,112.77,2025-02-28 10:46:41,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
521653,10879,13.47,2025-11-16 17:02:42,Restauracje i Bary,Online,,,Zakonczona
521654,10625,71.34,2025-12-07 07:21:51,Paliwo i Transport,Online,,,Zakonczona
521655,11154,26.67,2025-04-17 10:24:33,Edukacja,Karta,Zabrze,Polska,Zakonczona
521656,11396,192.16,2025-07-31 17:41:30,Supermarkety,Online,,,Odrzucona
521657,10618,57.56,2025-12-13 08:02:07,Supermarkety,Karta,Orzesze,Polska,Zakonczona
521658,10087,15.79,2025-04-14 08:28:48,Paliwo i Transport,BLIK,Zabrze,Polska,Zakonczona
521659,10896,173.25,2025-07-30 19:58:47,Przelew,Przelew Krajowy,,,Zakonczona
521660,10123,63.56,2025-09-15 07:47:31,Paliwo i Transport,BLIK,Gdańsk,Polska,Zakonczona
521661,11206,75.94,2025-03-24 12:55:32,Elektronika,Karta, Gliwice,Polska,Zakonczona
521662,11065,52.65,2025-08-01 08:03:11,Paliwo i Transport,Karta,Zabrze,Polska,Zakonczona
521663,10442,18.25,2025-08-22 17:51:41,Restauracje i Bary,BLIK,Sosnowiec,Polska,Zakonczona
521664,10551,45.5,2025-05-10 23:41:19,Elektronika,Karta,Chorzów,Polska,Zakonczona
521665,10965,8.4,2025-06-17 07:14:23,Paliwo i Transport,BLIK,Rybnik,Polska,Odrzucona
521666,11357,79.74,2025-03-26 06:31:51,Supermarkety,Karta,Tychy,Polska,Zakonczona
521667,10385,278.86,2025-05-06 18:12:13,Edukacja,Karta,Mikołów,Polska,Zakonczona
521668,11027,365.92,2025-12-12 23:11:16,Supermarkety,Karta,Katowice,Polska,Zakonczona
521669,11467,77.05,2025-04-14 11:06:06,Supermarkety,Karta,Katowice,Polska,Zakonczona
521670,10026,,2025-12-08 09:26:33,Paliwo i Transport,Online,,,
521671,10671,69.12,2025-06-10 08:34:55,Paliwo i Transport,Online,,,Zakonczona
521672,10846,134.96,2025-07-22 09:30:30,Paliwo i Transport,Karta,Zakopane,Polska,Zakonczona
521673,11408,34.73,2025-07-21 14:31:08,Zakupy Odzieżowe,Karta,Mikołów,Polska,Zakonczona
521674,10711,,2025-07-31 15:03:59,Przelew,Karta,,,
521675,11291,47.98,2025-09-09 16:31:43,Zakupy Odzieżowe,BLIK,Katowice,Polska,Zakonczona
521676,10336,75.76,2025-09-28 07:28:30,Supermarkety,BLIK,Bytom,Polska,Zakonczona
521677,10080,69.08,2025-06-28 12:40:04,Edukacja,BLIK,katowice,Polska,Zakonczona
521678,11035,66.31,2025-12-20 11:55:20,Elektronika,Karta,Orzesze,Polska,Zakonczona
521679,10848,69.38,2025-12-13 15:52:14,Rozrywka i Streaming,BLIK,Chorzów,Polska,Zakonczona
521680,10054,146.43,2025-11-02 21:50:58,Rozrywka i Streaming,Karta,Mikołów,Polska,Zakonczona
521681,11415,69.61,2025-11-20 22:35:31,Edukacja,BLIK,Poznań,Polska,Zakonczona
521682,10990,44.13,2025-08-29 11:57:45,Przelew,Przelew Krajowy,,,Zakonczona
521683,10549,44.78,2025-11-20 12:44:39,Przelew,Przelew Krajowy,,,Zakonczona
521684,11268,14.91,2025-06-02 17:03:42,Supermarkety,Online,,,Zakonczona
521685,11286,118.14,2025-12-18 11:21:49,Elektronika,Karta,Zabrze,Polska,Zakonczona
521686,10848,75.21,2025-06-11 20:29:08,Zakupy Odzieżowe,BLIK,Chorzów,Polska,Zakonczona
521687,11136,50.47,2025-01-15 13:09:39,Elektronika,Karta,Sosnowiec,Polska,Zakonczona
521688,10307,128.23,2025-03-22 01:43:58,Elektronika,Online,,,Zakonczona
521689,10173,72.78,2025-02-11 19:41:33,Zdrowie i Apteki,BLIK,Orzesze,Polska,Zakonczona
521690,11370,269.57,2025-09-06 06:49:14,Paliwo i Transport,Online,,,Zakonczona
521691,11439,100.47,2025-10-16 18:28:33,Zakupy Odzieżowe,Karta,Katowice,Polska,Zakonczona
521692,11001,,2025-12-31 09:41:12,Przelew,BLIK,,,
521693,10549,60.96,2025-08-02 22:32:21,Restauracje i Bary,BLIK,Tychy,Polska,Zakonczona
521694,10152,211.01,2025-01-31 20:01:37,Rozrywka i Streaming,BLIK,Rybnik,Polska,Zakonczona
521695,11413,7739.73,2025-05-13 23:45:27,Elektronika,Karta,Chorzów,Polska,Zakonczona
521696,10921,78.16,2025-02-07 07:46:19,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521697,10490,34.26,2025-07-07 18:49:13,Zakupy Odzieżowe,BLIK,Gliwice,Polska,Zakonczona
521698,10517,76.53,2025-06-27 20:16:29,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
521699,11028,71.55,2025-09-30 05:02:12,Elektronika,Online,,,Zakonczona
521700,11358,,2025-06-13 08:34:04,Przelew,BLIK,,,
521701,11323,95.7,2025-04-29 14:43:08,Przelew,Przelew Krajowy,,,Odrzucona
521702,11006,243.58,2025-02-20 09:08:04,Supermarkety,Karta,Zabrze,Polska,Zakonczona
521703,11347,247.79,2025-07-24 17:23:13,Zakupy Odzieżowe,BLIK,Sosnowiec ,Polska,Zakonczona
521704,10281,72.84,2025-12-24 07:17:09,Paliwo i Transport,BLIK,Sosnowiec ,Polska,Zakonczona
521705,10451,67.78,2025-10-04 06:14:59,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
521706,10639,11.18,2025-02-09 11:20:13,Przelew,Przelew Krajowy,,,Zakonczona
521707,10864,275.95,2025-09-15 16:39:01,Elektronika,Online,,,Zakonczona
521708,10926,67.73,2025-11-08 10:49:33,Rachunki i Opłaty,Online,,,Zakonczona
521709,10852,77.82,2025-08-17 15:10:40,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
521710,11209,30.47,2025-12-03 23:59:31,Zdrowie i Apteki,Karta,Mikołów,Polska,Zakonczona
521711,10278,137.04,2025-08-11 06:30:34,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
521712,11070,14.95,2025-12-11 14:14:02,Zakupy Odzieżowe,Karta,Tychy,Polska,Zakonczona
521713,10572,58.02,2025-09-01 13:38:15,Przelew,Przelew Krajowy,,,Odrzucona
521714,10986,65.12,2025-11-23 19:16:47,Restauracje i Bary,Online,,,Zakonczona
521715,10999,192.68,2025-04-02 06:25:35,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
521716,11183,254.74,2025-07-09 19:51:47,Supermarkety,Karta,Tychy,Polska,Zakonczona
521717,10406,137.91,2025-07-09 13:38:42,Elektronika,BLIK,Tychy,Polska,Zakonczona
521718,10702,73.74,2025-12-20 08:13:28,Paliwo i Transport,BLIK, Gliwice,Polska,Zakonczona
521719,10175,13.09,2025-10-04 07:53:25,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
521720,11003,17.35,2025-07-28 16:45:31,Edukacja,BLIK,Bytom,Polska,Zakonczona
521721,10468,51.36,2025-03-07 11:59:25,Elektronika,Karta,Orzesze,Polska,Zakonczona
521722,10052,296.31,2025-07-18 07:59:32,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
521723,11052,39.68,2025-12-31 13:38:45,Zakupy Odzieżowe,Karta,Orzesze,Polska,Odrzucona
521724,11384,16.98,2025-07-06 19:06:54,Restauracje i Bary,BLIK,Wrocław,Polska,Zakonczona
521725,10343,22.32,2025-02-24 17:54:46,Elektronika,BLIK,Sosnowiec ,Polska,Zakonczona
521726,11175,45.05,2025-11-20 15:28:45,Edukacja,Karta,Bytom,Polska,Zakonczona
521727,10534,90.63,2025-04-12 09:14:22,Paliwo i Transport,BLIK,Zakopane,Polska,Zakonczona
521728,10524,44.24,2025-02-20 15:20:08,Supermarkety,Karta,Orzesze,Polska,Zakonczona
521729,10441,10.42,2025-12-30 16:51:57,Przelew,Przelew Krajowy,,,Zakonczona
521730,10919,53.04,2025-06-15 01:38:18,Elektronika,Karta,KATOWICE  ,Polska,Zakonczona
521731,10817,56.45,2025-01-13 08:50:34,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
521732,11038,45.74,2025-09-02 07:47:36,Paliwo i Transport,Online,,,Zakonczona
521733,10362,11.43,2025-01-01 15:53:59,Edukacja,BLIK,Bytom,Polska,Odrzucona
521734,10665,182.32,2025-05-26 10:57:14,Przelew,Przelew Krajowy,,,Zakonczona
521735,11151,44.16,2025-09-20 12:30:57,Supermarkety,BLIK,Rybnik,Polska,Odrzucona
521736,11112,237.84,2025-10-05 19:34:26,Restauracje i Bary,BLIK,Rybnik,Polska,Odrzucona
521737,10606,52.25,2025-09-07 07:33:39,Supermarkety,Karta,Orzesze,Polska,Zakonczona
521738,10468,17.63,2025-11-11 14:12:35,Elektronika,Online,,,Odrzucona
521739,10822,28.67,2025-09-26 21:10:52,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
521740,10612,44.32,2025-05-25 06:04:00,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
521741,10423,16.42,2025-09-20 09:06:50,Supermarkety,Karta,Zabrze,Polska,Zakonczona
521742,11413,77.79,2025-07-07 18:32:54,Zdrowie i Apteki,Karta,Chorzów,Polska,Zakonczona
521743,11010,134.91,2025-06-11 10:25:33,Rachunki i Opłaty,Online,,,Zakonczona
521744,11474,56.27,2025-06-28 15:31:55,Supermarkety,BLIK,Poznań,Polska,Zakonczona
521745,11246,397.73,2025-10-10 23:49:27,Supermarkety,BLIK,Sosnowiec ,Polska,Zakonczona
521746,11010,139.46,2025-11-16 14:17:30,Restauracje i Bary,BLIK,Nowy Jork,USA,Zakonczona
521747,10501,133.37,2025-08-20 12:35:12,Edukacja,Karta,Zabrze,Polska,Zakonczona
521748,11346,,2025-01-27 11:29:23,Przelew,BLIK,,,
521749,10891,330.94,2025-11-11 13:09:13,Elektronika,Karta,Sosnowiec,Polska,Zakonczona
521750,11349,345.33,2025-02-04 07:15:17,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
521751,10079,23.61,2025-12-30 16:44:41,Elektronika,Online,,,Zakonczona
521752,11093,35.83,2025-08-26 12:54:07,Zdrowie i Apteki,Online,,,Zakonczona
521753,10857,59.02,2025-08-25 11:32:43,Edukacja,BLIK,Mikołów,Polska,Zakonczona
521754,10037,62.42,2025-03-09 07:30:17,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
521755,11052,,2025-08-03 11:52:18,Przelew,Karta,,,
521756,11253,178.56,2025-07-19 08:19:55,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
521757,11055,76.84,2025-11-03 08:11:02,Paliwo i Transport,BLIK,Kraków,Polska,Zakonczona
521758,10821,72.64,2025-08-29 06:43:52,Supermarkety,Karta,Wrocław,Polska,Zakonczona
521759,10944,72.2,2025-04-02 18:33:29,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
